ETA,PHI,PT
-0.990968, 2.12889, 0.86565
-1.32358, 1.99277, 1.20213
-0.955467, 2.18602, 0.716118
-1.01299, 2.24911, 1.09655
-1.00359, 2.22129, 0.782583
-1.00086, 2.15579, 0.413757
-0.996704, 2.15393, 4.68073
-1.02004, 2.04111, 0.38499
-1.03097, 2.05873, 1.16258
-1.04247, 2.09779, 6.27476
-1.04344, 2.07022, 0.801876
-1.24139, 2.03224, 1.82214
-1.09868, 2.15724, 3.02491
-1.12693, 2.15991, 4.95573
-1.09252, 2.04716, 7.72753
-1.14885, 2.14499, 3.33443
-1.11477, 2.1242, 0.532784
-1.17631, 2.10847, 1.56147
-1.17685, 2.06649, 28.6929
-1.14884, 2.07753, 28.2949
-1.12538, 2.08504, 3.71066
@@@,@@@,@@@
0.52857, 4.61569, 109.81
0.308131, 4.84779, 0.572357
0.782105, 4.89394, 0.0879259
0.28435, 4.51141, 0.295325
0.774111, 4.46424, 0.507421
0.659252, 4.41983, 6.95147
0.443758, 4.38932, 1.42622
0.559966, 4.80583, 8.60355
0.66652, 4.7083, 4.10791
0.654277, 4.69631, 1.50238
0.641591, 4.5118, 1.7465
0.546091, 4.75103, 7.54738
0.512033, 4.74453, 0.349785
0.3611, 4.55174, 0.35631
0.458677, 4.72336, 2.35326
0.491822, 4.49529, 2.51903
0.522277, 4.66753, 1.0809
0.529032, 4.62209, 4.99309
0.469224, 4.615, 7.89163
0.513635, 4.61341, 11.675
0.491084, 4.61542, 4.82918
0.502505, 4.59462, 17.9839
0.488762, 4.57809, 10.4019
0.49508, 4.56811, 12.5417
@@@,@@@,@@@
-2.06049, 4.0014, 101.114
-2.33034, 4.27224, 0.793632
-2.2273, 3.65927, 2.62675
-2.32401, 3.79401, 0.537691
-2.20226, 4.28335, 0.112238
-2.20577, 4.31835, 0.254735
-2.09664, 4.3084, 1.23408
-2.00809, 3.71603, 1.2508
-1.86462, 3.83346, 3.57743
-1.87874, 4.19945, 0.0216477
-2.15498, 4.2356, 1.69638
-1.9926, 3.77326, 0.386669
-2.25478, 3.89732, 0.73593
-1.82323, 3.98224, 0.161669
-2.01315, 3.81452, 0.0457158
-1.93589, 4.12567, 4.57658
-2.11273, 4.12659, 0.341237
-2.08882, 3.89146, 2.08968
-1.96892, 3.94547, 0.652145
-2.06713, 4.05397, 17.9354
-2.02584, 4.044, 10.3139
-2.02949, 3.97635, 0.637608
-2.05993, 3.97731, 27.8345
-2.04874, 4.00004, 21.2686
-2.05377, 4.00663, 2.55304
